gene_id,Mmus_C57-6J_EYE_FLT_Rep1_M23,Mmus_C57-6J_EYE_GC_Rep1_M33
ENSMUSG00000086800,0,0
ENSMUSG00000086801,1,4
ENSMUSG00000086804,1,0
ENSMUSG00000086805,6,5
ENSMUSG00000086806,7,1
ENSMUSG00000086807,0,0
ENSMUSG00000086808,0,0
ENSMUSG00000086810,0,0
ENSMUSG00000086812,0,0
ENSMUSG00000086813,3,1
ENSMUSG00000086814,2,9
ENSMUSG00000086815,0,0
ENSMUSG00000086816,2,0
ENSMUSG00000086817,0,0
ENSMUSG00000086818,0,0
ENSMUSG00000086819,1,3
ENSMUSG00000086820,4,0
ENSMUSG00000086821,2,0
ENSMUSG00000086822,332,213
ENSMUSG00000086823,0,0
ENSMUSG00000086824,2,0
ENSMUSG00000086825,13,9
ENSMUSG00000086826,0,0
ENSMUSG00000086827,1,0
ENSMUSG00000086828,2,4
ENSMUSG00000086830,0,0
ENSMUSG00000086831,1,1
ENSMUSG00000086833,0,0
ENSMUSG00000086834,0,0
ENSMUSG00000086835,0,0
ENSMUSG00000086836,0,0
ENSMUSG00000086837,2,0
ENSMUSG00000086838,0,0
ENSMUSG00000086839,11,19
ENSMUSG00000086840,0,0
ENSMUSG00000086841,878,1107
ENSMUSG00000086842,10,16
ENSMUSG00000086843,1,6
ENSMUSG00000086844,9,5
ENSMUSG00000086845,1,0
ENSMUSG00000086846,0,0
ENSMUSG00000086847,0,0
ENSMUSG00000086848,0,0
ENSMUSG00000086849,1,0
ENSMUSG00000086850,1,0
ENSMUSG00000086851,20,20
ENSMUSG00000086854,0,0
ENSMUSG00000086855,0,0
ENSMUSG00000086856,0,0
ENSMUSG00000086858,0,0
ENSMUSG00000086859,352,262
ENSMUSG00000086860,0,0
ENSMUSG00000086861,0,0
ENSMUSG00000086862,0,0
ENSMUSG00000086863,5,0
ENSMUSG00000086866,10,10
ENSMUSG00000086867,0,1
ENSMUSG00000086868,1,2
ENSMUSG00000086870,0,0
ENSMUSG00000086872,3,0
ENSMUSG00000086873,16,11
ENSMUSG00000086874,0,0
ENSMUSG00000086875,0,0
ENSMUSG00000086876,0,0
ENSMUSG00000086877,90,53
ENSMUSG00000086879,0,0
ENSMUSG00000086881,9,6
ENSMUSG00000086882,0,0
ENSMUSG00000086884,0,0
ENSMUSG00000086887,0,0
ENSMUSG00000086889,5,3
ENSMUSG00000086890,0,0
ENSMUSG00000086891,0,0
ENSMUSG00000086892,3,2
ENSMUSG00000086893,0,0
ENSMUSG00000086894,21,11
ENSMUSG00000086896,2,0
ENSMUSG00000086898,0,0
ENSMUSG00000086900,3,0
ENSMUSG00000086902,0,0
ENSMUSG00000086903,0,0
ENSMUSG00000086904,1,0
ENSMUSG00000086905,0,0
ENSMUSG00000086906,0,0
ENSMUSG00000086907,0,0
ENSMUSG00000086908,0,0
ENSMUSG00000086909,0,0
ENSMUSG00000086910,0,1
ENSMUSG00000086911,0,0
ENSMUSG00000086912,0,0
ENSMUSG00000086913,4,0
ENSMUSG00000086914,56,48
ENSMUSG00000086915,21,25
ENSMUSG00000086916,110,130
ENSMUSG00000086917,0,0
ENSMUSG00000086918,2,0
ENSMUSG00000086919,0,0
ENSMUSG00000086920,7,5
ENSMUSG00000086921,0,0
ENSMUSG00000086922,65,40
ENSMUSG00000086923,0,0
ENSMUSG00000086924,0,0
ENSMUSG00000086925,14,11
ENSMUSG00000086926,0,0
ENSMUSG00000086927,0,0
ENSMUSG00000086928,0,0
ENSMUSG00000086929,0,0
ENSMUSG00000086930,1,0
ENSMUSG00000086931,0,0
ENSMUSG00000086932,1,0
ENSMUSG00000086933,0,2
ENSMUSG00000086935,4,2
ENSMUSG00000086936,0,0
ENSMUSG00000086937,0,1
ENSMUSG00000086938,205,157
ENSMUSG00000086939,0,1
ENSMUSG00000086940,0,0
ENSMUSG00000086941,2,0
ENSMUSG00000086942,22,15
ENSMUSG00000086943,43,30
ENSMUSG00000086944,13,12
ENSMUSG00000086945,0,0
ENSMUSG00000086946,0,0
ENSMUSG00000086947,0,0
ENSMUSG00000086948,0,0
ENSMUSG00000086949,79,48
ENSMUSG00000086951,0,0
ENSMUSG00000086952,3,1
ENSMUSG00000086953,0,0
ENSMUSG00000086954,0,0
ENSMUSG00000086955,0,0
ENSMUSG00000086957,0,0
ENSMUSG00000086959,0,0
ENSMUSG00000086960,0,0
ENSMUSG00000086961,4,0
ENSMUSG00000086962,0,0
ENSMUSG00000086963,0,0
ENSMUSG00000086964,0,0
ENSMUSG00000086965,100,103
ENSMUSG00000086968,1165,875
ENSMUSG00000086969,0,0
ENSMUSG00000086970,1,0
ENSMUSG00000086971,0,0
ENSMUSG00000086974,0,0
ENSMUSG00000086975,0,0
ENSMUSG00000086976,0,0
ENSMUSG00000086978,0,0
ENSMUSG00000086980,0,0
ENSMUSG00000086981,0,0
ENSMUSG00000086984,0,0
ENSMUSG00000086986,0,0
ENSMUSG00000086987,0,0
ENSMUSG00000086989,0,0
ENSMUSG00000086991,0,0
ENSMUSG00000086992,11,16
ENSMUSG00000086993,20,14
ENSMUSG00000086994,0,0
ENSMUSG00000086995,3,3
ENSMUSG00000086996,0,0
ENSMUSG00000086997,6,4
ENSMUSG00000086998,0,0
ENSMUSG00000086999,0,0
ENSMUSG00000087001,1,0
ENSMUSG00000087002,0,0
ENSMUSG00000087003,0,0
ENSMUSG00000087004,0,3
ENSMUSG00000087006,610,552
ENSMUSG00000087007,0,0
ENSMUSG00000087008,0,1
ENSMUSG00000087009,0,0
ENSMUSG00000087010,0,0
ENSMUSG00000087011,0,0
ENSMUSG00000087013,56,26
ENSMUSG00000087014,13,8
ENSMUSG00000087015,0,0
ENSMUSG00000087016,6,7
ENSMUSG00000087017,5,1
ENSMUSG00000087018,1,3
ENSMUSG00000087020,3,9
ENSMUSG00000087021,0,0
ENSMUSG00000087022,11,11
ENSMUSG00000087024,2,0
ENSMUSG00000087026,49,27
ENSMUSG00000087027,0,0
ENSMUSG00000087028,2,5
ENSMUSG00000087029,23,8
ENSMUSG00000087030,1,0
ENSMUSG00000087031,0,0
ENSMUSG00000087032,0,0
ENSMUSG00000087033,0,0
ENSMUSG00000087034,6,7
ENSMUSG00000087035,2,1
ENSMUSG00000087036,0,2
ENSMUSG00000087037,0,0
ENSMUSG00000087038,3,4
ENSMUSG00000087039,0,0
ENSMUSG00000087040,2,0
ENSMUSG00000087041,0,0
ENSMUSG00000087042,59,40
ENSMUSG00000087043,0,0
ENSMUSG00000087044,0,0
ENSMUSG00000087045,0,0
ENSMUSG00000087047,0,2
ENSMUSG00000087049,0,1
ENSMUSG00000087050,16,14
ENSMUSG00000087051,0,0
ENSMUSG00000087052,2,1
ENSMUSG00000087053,0,0
ENSMUSG00000087054,6,0
ENSMUSG00000087055,5,6
ENSMUSG00000087056,1,0
ENSMUSG00000087057,2,0
ENSMUSG00000087058,0,0
ENSMUSG00000087059,12,18
ENSMUSG00000087060,16,4
ENSMUSG00000087061,0,0
ENSMUSG00000087062,1,1
ENSMUSG00000087063,13,12
ENSMUSG00000087064,3,0
ENSMUSG00000087066,0,0
ENSMUSG00000087067,25,27
ENSMUSG00000087069,0,0
ENSMUSG00000087070,0,0
ENSMUSG00000087071,0,0
ENSMUSG00000087072,0,0
ENSMUSG00000087074,0,0
ENSMUSG00000087075,12,7
ENSMUSG00000087076,0,0
ENSMUSG00000087077,27,11
ENSMUSG00000087079,1,0
ENSMUSG00000087080,0,4
ENSMUSG00000087082,20,11
ENSMUSG00000087083,1,3
ENSMUSG00000087084,1,0
ENSMUSG00000087085,0,0
ENSMUSG00000087086,4,2
ENSMUSG00000087088,215,137
ENSMUSG00000087089,0,0
ENSMUSG00000087090,96,61
ENSMUSG00000087093,0,0
ENSMUSG00000087094,0,0
ENSMUSG00000087095,177,127
ENSMUSG00000087097,0,0
ENSMUSG00000087098,0,0
ENSMUSG00000087099,0,1
ENSMUSG00000087100,0,0
ENSMUSG00000087102,0,0
ENSMUSG00000087103,0,0
ENSMUSG00000087104,0,0
ENSMUSG00000087106,0,0
ENSMUSG00000087107,29,18
ENSMUSG00000087108,1,1
ENSMUSG00000087109,4,7
ENSMUSG00000087110,1,0
ENSMUSG00000087111,1,0
ENSMUSG00000087112,0,0
ENSMUSG00000087113,1,0
ENSMUSG00000087114,4,0
ENSMUSG00000087115,2,2
ENSMUSG00000087116,0,0
ENSMUSG00000087117,1,2
ENSMUSG00000087119,5,2
ENSMUSG00000087120,6,6
ENSMUSG00000087121,0,0
ENSMUSG00000087122,0,0
ENSMUSG00000087123,0,0
ENSMUSG00000087124,0,0
ENSMUSG00000087125,0,2
ENSMUSG00000087127,0,1
ENSMUSG00000087128,32,11
ENSMUSG00000087129,9,3
ENSMUSG00000087131,3,2
ENSMUSG00000087132,18,12
ENSMUSG00000087133,0,0
ENSMUSG00000087135,0,1
ENSMUSG00000087136,0,0
ENSMUSG00000087137,0,0
ENSMUSG00000087138,30,38
ENSMUSG00000087139,0,0
ENSMUSG00000087140,0,0
ENSMUSG00000087141,4581,3496
ENSMUSG00000087142,4,5
ENSMUSG00000087143,154,92
ENSMUSG00000087144,0,0
ENSMUSG00000087145,0,0
ENSMUSG00000087146,0,0
ENSMUSG00000087147,0,0
ENSMUSG00000087148,0,0
ENSMUSG00000087149,1,2
ENSMUSG00000087150,568,399
ENSMUSG00000087151,7,5
ENSMUSG00000087152,0,0
ENSMUSG00000087153,71,27
ENSMUSG00000087155,0,0
ENSMUSG00000087157,40,62
ENSMUSG00000087158,2,0
ENSMUSG00000087159,9,2
ENSMUSG00000087160,0,0
ENSMUSG00000087162,0,0
ENSMUSG00000087163,1,0
ENSMUSG00000087164,0,0
ENSMUSG00000087165,69,51
ENSMUSG00000087166,0,0
ENSMUSG00000087167,0,0
ENSMUSG00000087168,756,480
ENSMUSG00000087170,0,0
ENSMUSG00000087171,0,0
ENSMUSG00000087172,7,3
ENSMUSG00000087173,2,0
ENSMUSG00000087174,610,354
ENSMUSG00000087175,2,6
ENSMUSG00000087176,9,3
ENSMUSG00000087177,441,303
ENSMUSG00000087178,108,64
ENSMUSG00000087179,16,13
ENSMUSG00000087180,0,0
ENSMUSG00000087181,12,8
ENSMUSG00000087184,3,6
ENSMUSG00000087185,0,1
ENSMUSG00000087187,0,1
ENSMUSG00000087190,0,1
ENSMUSG00000087192,3,5
ENSMUSG00000087193,1,0
ENSMUSG00000087194,2,4
ENSMUSG00000087195,0,0
ENSMUSG00000087196,6,0
ENSMUSG00000087197,0,0
ENSMUSG00000087198,0,0
ENSMUSG00000087199,6,8
ENSMUSG00000087200,36,23
ENSMUSG00000087201,0,0
ENSMUSG00000087202,0,0
ENSMUSG00000087203,18,10
ENSMUSG00000087204,0,0
ENSMUSG00000087205,0,0
ENSMUSG00000087206,0,0
ENSMUSG00000087207,2,1
ENSMUSG00000087208,0,0
ENSMUSG00000087210,0,0
ENSMUSG00000087211,20,18
ENSMUSG00000087213,20,15
ENSMUSG00000087214,0,0
ENSMUSG00000087215,0,0
ENSMUSG00000087216,2,0
ENSMUSG00000087217,0,0
ENSMUSG00000087219,0,0
ENSMUSG00000087220,0,0
ENSMUSG00000087221,323,282
ENSMUSG00000087222,36,38
ENSMUSG00000087223,0,0
ENSMUSG00000087224,0,0
ENSMUSG00000087225,0,0
ENSMUSG00000087226,6,0
ENSMUSG00000087228,0,1
ENSMUSG00000087230,0,0
ENSMUSG00000087231,539,485
ENSMUSG00000087232,0,0
ENSMUSG00000087233,26,6
ENSMUSG00000087235,32,32
ENSMUSG00000087236,5,3
ENSMUSG00000087238,0,0
ENSMUSG00000087239,0,0
ENSMUSG00000087240,0,0
ENSMUSG00000087241,0,0
ENSMUSG00000087242,2,2
ENSMUSG00000087244,0,0
ENSMUSG00000087245,0,0
ENSMUSG00000087246,0,0
ENSMUSG00000087247,0,0
ENSMUSG00000087248,0,1
ENSMUSG00000087249,48,41
ENSMUSG00000087250,0,0
ENSMUSG00000087252,7,5
ENSMUSG00000087253,0,1
ENSMUSG00000087254,0,0
ENSMUSG00000087255,0,0
ENSMUSG00000087256,0,2
ENSMUSG00000087258,0,0
ENSMUSG00000087259,376,231
ENSMUSG00000087260,1130,867
ENSMUSG00000087261,7,2
ENSMUSG00000087263,5,0
ENSMUSG00000087264,4,0
ENSMUSG00000087265,8,3
ENSMUSG00000087266,9,7
ENSMUSG00000087267,0,0
ENSMUSG00000087268,1,0
ENSMUSG00000087269,87,98
ENSMUSG00000087270,0,0
ENSMUSG00000087272,1,0
ENSMUSG00000087273,0,0
ENSMUSG00000087276,0,0
ENSMUSG00000087277,2,1
ENSMUSG00000087278,1430,938
ENSMUSG00000087279,2,0
ENSMUSG00000087281,0,0
ENSMUSG00000087283,0,0
ENSMUSG00000087286,36,42
ENSMUSG00000087288,1,1
ENSMUSG00000087289,10,6
ENSMUSG00000087290,0,0
ENSMUSG00000087291,1,2
ENSMUSG00000087292,2,3
ENSMUSG00000087293,0,0
ENSMUSG00000087294,0,1
ENSMUSG00000087295,0,0
ENSMUSG00000087296,0,1
ENSMUSG00000087298,57,39
ENSMUSG00000087299,7,1
ENSMUSG00000087300,0,0
ENSMUSG00000087301,49,26
ENSMUSG00000087302,0,0
ENSMUSG00000087303,3,8
ENSMUSG00000087305,445,230
ENSMUSG00000087306,20,9
ENSMUSG00000087307,1,12
ENSMUSG00000087308,0,0
ENSMUSG00000087309,0,0
ENSMUSG00000087312,0,0
ENSMUSG00000087314,1,0
ENSMUSG00000087316,0,0
ENSMUSG00000087317,0,0
ENSMUSG00000087318,0,0
ENSMUSG00000087319,0,0
ENSMUSG00000087321,1,1
ENSMUSG00000087322,1,1
ENSMUSG00000087323,0,0
ENSMUSG00000087325,0,0
ENSMUSG00000087326,7,1
ENSMUSG00000087327,2,2
ENSMUSG00000087328,0,0
ENSMUSG00000087329,0,0
ENSMUSG00000087330,0,0
ENSMUSG00000087331,19,39
ENSMUSG00000087332,0,0
ENSMUSG00000087333,0,1
ENSMUSG00000087334,11,13
ENSMUSG00000087335,0,0
ENSMUSG00000087336,27,30
ENSMUSG00000087337,0,0
ENSMUSG00000087338,0,0
ENSMUSG00000087339,0,0
ENSMUSG00000087340,8,6
ENSMUSG00000087341,3,4
ENSMUSG00000087342,5,5
ENSMUSG00000087343,2,1
ENSMUSG00000087344,2,7
ENSMUSG00000087345,0,0
ENSMUSG00000087347,6,5
ENSMUSG00000087348,0,1
ENSMUSG00000087350,0,0
ENSMUSG00000087351,0,0
ENSMUSG00000087352,0,0
ENSMUSG00000087353,0,0
ENSMUSG00000087354,9,4
ENSMUSG00000087355,1,2
ENSMUSG00000087356,0,0
ENSMUSG00000087357,1,1
ENSMUSG00000087358,1,0
ENSMUSG00000087360,8,11
ENSMUSG00000087361,15,9
ENSMUSG00000087362,2,4
ENSMUSG00000087363,0,0
ENSMUSG00000087364,1,0
ENSMUSG00000087365,16,7
ENSMUSG00000087366,27,17
ENSMUSG00000087367,3,7
ENSMUSG00000087368,108,64
ENSMUSG00000087369,0,0
ENSMUSG00000087370,6003,4663
ENSMUSG00000087371,16,4
ENSMUSG00000087373,13,7
ENSMUSG00000087374,0,0
ENSMUSG00000087376,0,0
ENSMUSG00000087377,6,2
ENSMUSG00000087378,0,0
ENSMUSG00000087379,0,0
ENSMUSG00000087380,110,85
ENSMUSG00000087381,42,38
ENSMUSG00000087382,0,0
ENSMUSG00000087383,1,1
ENSMUSG00000087384,0,0
ENSMUSG00000087385,193,126
ENSMUSG00000087386,0,0
ENSMUSG00000087387,2,1
ENSMUSG00000087388,0,0
ENSMUSG00000087389,0,0
ENSMUSG00000087390,115,42
ENSMUSG00000087393,0,0
ENSMUSG00000087394,0,1
ENSMUSG00000087395,0,0
ENSMUSG00000087396,105,72
ENSMUSG00000087397,6,4
ENSMUSG00000087398,0,0
ENSMUSG00000087399,0,0
ENSMUSG00000087400,42,62
ENSMUSG00000087401,0,0
ENSMUSG00000087402,0,0
ENSMUSG00000087403,586,383
ENSMUSG00000087404,1,0
ENSMUSG00000087405,0,0
ENSMUSG00000087406,2,4
ENSMUSG00000087407,0,0
ENSMUSG00000087408,431,367
ENSMUSG00000087409,0,0
ENSMUSG00000087410,63,24
ENSMUSG00000087411,0,1
ENSMUSG00000087412,226,190
ENSMUSG00000087413,63,53
ENSMUSG00000087415,0,0
ENSMUSG00000087416,2,0
ENSMUSG00000087417,0,0
ENSMUSG00000087422,0,0
ENSMUSG00000087424,47,48
ENSMUSG00000087425,0,0
ENSMUSG00000087428,0,0
ENSMUSG00000087429,0,0
ENSMUSG00000087430,0,0
ENSMUSG00000087431,3,4
ENSMUSG00000087432,0,0
ENSMUSG00000087433,2,4
ENSMUSG00000087434,1,0
ENSMUSG00000087435,0,0
ENSMUSG00000087436,0,2
ENSMUSG00000087437,19,13
ENSMUSG00000087439,0,0
ENSMUSG00000087440,49,23
ENSMUSG00000087441,0,0
ENSMUSG00000087442,0,0
ENSMUSG00000087443,17,14
ENSMUSG00000087444,1,0
ENSMUSG00000087445,8,7
ENSMUSG00000087449,5,6
ENSMUSG00000087450,0,0
ENSMUSG00000087451,0,1
ENSMUSG00000087452,0,0
ENSMUSG00000087454,0,0
ENSMUSG00000087455,6,10
ENSMUSG00000087456,33,7
ENSMUSG00000087457,0,0
ENSMUSG00000087458,2,0
ENSMUSG00000087459,0,0
ENSMUSG00000087460,0,0
ENSMUSG00000087461,21,14
ENSMUSG00000087462,0,0
ENSMUSG00000087464,0,0
ENSMUSG00000087465,0,0
ENSMUSG00000087466,10,18
ENSMUSG00000087467,7,5
ENSMUSG00000087468,0,0
ENSMUSG00000087469,0,1
ENSMUSG00000087470,1,0
ENSMUSG00000087473,0,0
ENSMUSG00000087474,8,2
ENSMUSG00000087475,15,10
ENSMUSG00000087476,5,1
ENSMUSG00000087477,0,0
ENSMUSG00000087478,4,6
ENSMUSG00000087479,35,30
ENSMUSG00000087480,11,16
ENSMUSG00000087482,0,0
ENSMUSG00000087484,15,14
ENSMUSG00000087485,1,0
ENSMUSG00000087486,1,0
ENSMUSG00000087487,0,0
ENSMUSG00000087489,0,0
ENSMUSG00000087491,0,0
ENSMUSG00000087492,0,2
ENSMUSG00000087495,0,0
ENSMUSG00000087496,4,4
ENSMUSG00000087497,203,167
ENSMUSG00000087500,0,0
ENSMUSG00000087501,0,0
ENSMUSG00000087502,3,5
ENSMUSG00000087504,0,0
ENSMUSG00000087505,0,0
ENSMUSG00000087507,8,4
ENSMUSG00000087508,0,0
ENSMUSG00000087510,0,0
ENSMUSG00000087512,0,0
ENSMUSG00000087513,0,0
ENSMUSG00000087514,1,1
ENSMUSG00000087515,2,2
ENSMUSG00000087516,10,4
ENSMUSG00000087517,0,0
ENSMUSG00000087518,2,0
ENSMUSG00000087519,15,5
ENSMUSG00000087520,0,0
ENSMUSG00000087521,0,0
ENSMUSG00000087522,0,0
ENSMUSG00000087523,25,14
ENSMUSG00000087524,0,0
ENSMUSG00000087525,0,0
ENSMUSG00000087526,0,0
ENSMUSG00000087527,0,0
ENSMUSG00000087528,2,0
ENSMUSG00000087530,15,2
ENSMUSG00000087531,0,0
ENSMUSG00000087532,3,1
ENSMUSG00000087534,0,0
ENSMUSG00000087535,42,40
ENSMUSG00000087536,1,2
ENSMUSG00000087537,0,0
ENSMUSG00000087538,0,0
ENSMUSG00000087539,0,0
ENSMUSG00000087540,2,2
ENSMUSG00000087541,13,11
ENSMUSG00000087542,0,0
ENSMUSG00000087543,86,53
ENSMUSG00000087544,0,0
ENSMUSG00000087545,0,0
ENSMUSG00000087547,0,0
ENSMUSG00000087549,1,3
ENSMUSG00000087550,2,4
ENSMUSG00000087552,0,0
ENSMUSG00000087553,0,0
ENSMUSG00000087555,0,0
ENSMUSG00000087556,0,1
ENSMUSG00000087559,0,0
ENSMUSG00000087561,0,0
ENSMUSG00000087563,6,20
ENSMUSG00000087564,0,0
ENSMUSG00000087565,0,1
ENSMUSG00000087568,0,0
ENSMUSG00000087569,0,0
ENSMUSG00000087570,0,0
ENSMUSG00000087571,0,0
ENSMUSG00000087574,193,163
ENSMUSG00000087575,3,9
ENSMUSG00000087577,0,0
ENSMUSG00000087578,59,60
ENSMUSG00000087579,53,29
ENSMUSG00000087581,0,0
ENSMUSG00000087582,0,0
ENSMUSG00000087584,0,0
ENSMUSG00000087585,1,0
ENSMUSG00000087586,0,7
ENSMUSG00000087587,0,0
ENSMUSG00000087588,0,0
ENSMUSG00000087589,45,30
ENSMUSG00000087590,319,357
ENSMUSG00000087591,0,0
ENSMUSG00000087592,0,0
ENSMUSG00000087593,2,5
ENSMUSG00000087595,1,3
ENSMUSG00000087596,1,0
ENSMUSG00000087597,2,3
ENSMUSG00000087598,1166,1054
ENSMUSG00000087600,3,0
ENSMUSG00000087601,1,0
ENSMUSG00000087602,0,0
ENSMUSG00000087603,4,2
ENSMUSG00000087604,0,0
ENSMUSG00000087605,5,1
ENSMUSG00000087606,0,0
ENSMUSG00000087607,0,0
ENSMUSG00000087608,0,0
ENSMUSG00000087609,0,0
ENSMUSG00000087610,1,0
ENSMUSG00000087611,68,51
ENSMUSG00000087612,24,17
ENSMUSG00000087613,0,0
ENSMUSG00000087614,2,0
ENSMUSG00000087615,0,0
ENSMUSG00000087616,0,0
ENSMUSG00000087617,211,124
ENSMUSG00000087618,0,0
ENSMUSG00000087620,306,175
ENSMUSG00000087621,2,3
ENSMUSG00000087622,0,1
ENSMUSG00000087623,1,0
ENSMUSG00000087624,6,0
ENSMUSG00000087625,2,0
ENSMUSG00000087626,0,0
ENSMUSG00000087627,19,3
ENSMUSG00000087628,0,0
ENSMUSG00000087629,0,0
ENSMUSG00000087630,0,0
ENSMUSG00000087632,16,6
ENSMUSG00000087633,5,1
ENSMUSG00000087635,35,31
ENSMUSG00000087636,1,0
ENSMUSG00000087637,0,0
ENSMUSG00000087638,0,0
ENSMUSG00000087639,13,13
ENSMUSG00000087640,1,0
ENSMUSG00000087641,0,0
ENSMUSG00000087642,1,2
ENSMUSG00000087643,0,0
ENSMUSG00000087644,20,23
ENSMUSG00000087646,0,0
ENSMUSG00000087647,0,0
ENSMUSG00000087648,18,21
ENSMUSG00000087649,0,0
ENSMUSG00000087651,67,65
ENSMUSG00000087652,4,3
ENSMUSG00000087654,1,0
ENSMUSG00000087657,0,0
ENSMUSG00000087658,0,5
ENSMUSG00000087659,2,0
ENSMUSG00000087660,3,1
ENSMUSG00000087662,0,0
ENSMUSG00000087663,0,0
ENSMUSG00000087666,4,0
ENSMUSG00000087667,0,0
ENSMUSG00000087668,0,0
ENSMUSG00000087669,0,0
ENSMUSG00000087670,0,1
ENSMUSG00000087672,0,0
ENSMUSG00000087674,14,5
ENSMUSG00000087675,15,11
ENSMUSG00000087677,0,0
ENSMUSG00000087678,0,0
ENSMUSG00000087679,2002,1814
ENSMUSG00000087681,0,0
ENSMUSG00000087682,0,0
ENSMUSG00000087683,0,0
ENSMUSG00000087684,9,1
ENSMUSG00000087685,0,1
ENSMUSG00000087687,343,231
ENSMUSG00000087688,0,0
ENSMUSG00000087689,4,0
ENSMUSG00000087690,0,0
ENSMUSG00000087691,0,0
ENSMUSG00000087692,9,10
ENSMUSG00000087693,0,0
ENSMUSG00000087694,1167,805
ENSMUSG00000087695,0,0
ENSMUSG00000087698,8,4
ENSMUSG00000087700,17,11
ENSMUSG00000087701,0,1
ENSMUSG00000087702,0,0
ENSMUSG00000087703,0,1
ENSMUSG00000087704,0,0
ENSMUSG00000087707,0,0
ENSMUSG00000087708,0,0
ENSMUSG00000087710,0,0
ENSMUSG00000087712,0,0
ENSMUSG00000087714,0,0
ENSMUSG00000087715,0,0
ENSMUSG00000087716,0,0
ENSMUSG00000087717,0,0
ENSMUSG00000087718,0,0
ENSMUSG00000087719,0,0
ENSMUSG00000087720,0,0
ENSMUSG00000087721,0,0
ENSMUSG00000087722,0,0
ENSMUSG00000087723,0,0
ENSMUSG00000087724,0,0
ENSMUSG00000087726,0,0
ENSMUSG00000087728,0,0
ENSMUSG00000087730,0,0
ENSMUSG00000087731,0,0
ENSMUSG00000087732,0,0
ENSMUSG00000087734,0,0
ENSMUSG00000087736,0,0
ENSMUSG00000087737,0,0
ENSMUSG00000087739,0,0
ENSMUSG00000087741,0,0
ENSMUSG00000087742,0,0
ENSMUSG00000087743,0,0
ENSMUSG00000087744,0,0
ENSMUSG00000087746,0,0
ENSMUSG00000087747,0,0
ENSMUSG00000087748,0,0
ENSMUSG00000087750,0,0
ENSMUSG00000087752,0,0
ENSMUSG00000087754,0,0
ENSMUSG00000087756,0,0
ENSMUSG00000087758,0,0
ENSMUSG00000087759,0,0
ENSMUSG00000087760,0,0
ENSMUSG00000087761,0,0
ENSMUSG00000087764,0,0
ENSMUSG00000087765,0,0
ENSMUSG00000087766,0,0
ENSMUSG00000087767,0,0
ENSMUSG00000087768,0,0
ENSMUSG00000087769,0,0
ENSMUSG00000087772,0,0
ENSMUSG00000087774,0,0
ENSMUSG00000087775,1,0
ENSMUSG00000087776,0,0
ENSMUSG00000087777,0,0
ENSMUSG00000087779,0,0
ENSMUSG00000087780,0,0
ENSMUSG00000087781,0,0
ENSMUSG00000087782,0,0
ENSMUSG00000087783,0,0
ENSMUSG00000087784,0,0
ENSMUSG00000087785,0,0
ENSMUSG00000087786,0,0
ENSMUSG00000087789,0,0
ENSMUSG00000087790,0,0
ENSMUSG00000087791,0,0
ENSMUSG00000087792,0,0
ENSMUSG00000087793,0,0
ENSMUSG00000087794,0,0
ENSMUSG00000087795,0,0
ENSMUSG00000087796,0,0
ENSMUSG00000087798,0,0
ENSMUSG00000087799,0,0
ENSMUSG00000087800,0,0
ENSMUSG00000087801,0,0
ENSMUSG00000087802,0,0
ENSMUSG00000087804,0,0
ENSMUSG00000087805,0,0
ENSMUSG00000087806,0,0
ENSMUSG00000087807,0,0
ENSMUSG00000087808,0,3
ENSMUSG00000087810,0,0
ENSMUSG00000087812,0,0
ENSMUSG00000087813,0,0
ENSMUSG00000087815,0,0
ENSMUSG00000087816,0,0
ENSMUSG00000087817,0,0
ENSMUSG00000087819,447,290
ENSMUSG00000087820,0,0
ENSMUSG00000087823,0,0
ENSMUSG00000087825,0,0
ENSMUSG00000087829,0,0
ENSMUSG00000087830,0,0
ENSMUSG00000087831,0,0
ENSMUSG00000087832,0,0
ENSMUSG00000087833,0,0
ENSMUSG00000087834,0,0
ENSMUSG00000087835,0,0
ENSMUSG00000087836,0,0
ENSMUSG00000087838,0,0
ENSMUSG00000087839,0,0
ENSMUSG00000087841,0,0
ENSMUSG00000087842,0,0
ENSMUSG00000087843,0,0
ENSMUSG00000087844,0,0
ENSMUSG00000087845,0,0
ENSMUSG00000087846,0,0
ENSMUSG00000087847,0,0
ENSMUSG00000087848,0,0
ENSMUSG00000087850,0,0
ENSMUSG00000087852,0,0
ENSMUSG00000087853,0,0
ENSMUSG00000087854,0,0
ENSMUSG00000087855,0,0
ENSMUSG00000087857,0,0
ENSMUSG00000087858,0,0
ENSMUSG00000087859,0,0
ENSMUSG00000087860,0,0
ENSMUSG00000087861,0,0
ENSMUSG00000087862,0,0
ENSMUSG00000087863,0,0
ENSMUSG00000087867,0,0
ENSMUSG00000087869,0,0
ENSMUSG00000087870,0,0
ENSMUSG00000087871,0,0
ENSMUSG00000087872,0,0
ENSMUSG00000087873,0,0
ENSMUSG00000087875,0,0
ENSMUSG00000087876,0,0
ENSMUSG00000087877,0,0
ENSMUSG00000087878,0,0
ENSMUSG00000087879,0,0
ENSMUSG00000087880,0,0
ENSMUSG00000087881,89,80
ENSMUSG00000087883,0,0
ENSMUSG00000087884,0,0
ENSMUSG00000087885,0,0
ENSMUSG00000087886,0,0
ENSMUSG00000087887,0,0
ENSMUSG00000087890,0,0
ENSMUSG00000087891,0,0
